######################################################################
#
# LoggerIdentifier    : 0000000C
# Comment             : 
# PC Time             : 24 January 2018 , 21:31:27
# Logger Time         : 24 January 2018 , 21:31:37
# StartBatteryVoltage :      2817 mV
# EndBatteryVoltage   :      2777 mV
# TotalSampleCount    :    300668
# ResistanceOffset    :     11910.90559
# ResistanceScale     :     90895.96966
# TemperatureOffset   :         0.0010743547
# TemperatureLinear   :         0.0002113377
# TemperatureCubic    :         0.0000000922
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2018 01 23 08 30 00    24400    34830.220       21.832
2018 01 23 08 32 00    24417    34852.780       21.818
2018 01 23 08 34 00    24407    34839.509       21.826
2018 01 23 08 36 00    24372    34793.081       21.854
2018 01 23 08 38 00    24359    34775.846       21.865
2018 01 23 08 40 00    24360    34777.171       21.864
2018 01 23 08 42 00    24376    34798.386       21.851
2018 01 23 08 44 00    24392    34819.607       21.838
2018 01 23 08 46 00    24419    34855.434       21.817
2018 01 23 08 48 00    24407    34839.509       21.826
2018 01 23 08 50 00    24366    34785.126       21.859
2018 01 23 08 52 00    24360    34777.171       21.864
2018 01 23 08 54 00    24350    34763.916       21.872
2018 01 23 08 56 00    24373    34794.407       21.854
2018 01 23 08 58 00    24404    34835.528       21.829
2018 01 23 09 00 00    24405    34836.855       21.828
2018 01 23 09 02 00    24396    34824.913       21.835
2018 01 23 09 04 00    24410    34843.490       21.824
2018 01 23 09 06 00    24380    34803.690       21.848
2018 01 23 09 08 00    24368    34787.778       21.858
2018 01 23 09 10 00    24363    34781.149       21.862
2018 01 23 09 12 00    24370    34790.429       21.856
2018 01 23 09 14 00    24371    34791.755       21.855
2018 01 23 09 16 00    24349    34762.591       21.873
2018 01 23 09 18 00    24368    34787.778       21.858
2018 01 23 09 20 00    24321    34725.492       21.895
2018 01 23 09 22 00    24397    34826.240       21.834
2018 01 23 09 24 00    24371    34791.755       21.855
2018 01 23 09 26 00    24357    34773.195       21.866
2018 01 23 09 28 00    24350    34763.916       21.872
2018 01 23 09 30 00    24327    34733.440       21.891
2018 01 23 09 32 00    24343    34754.639       21.878
2018 01 23 09 34 00    24342    34753.314       21.878
2018 01 23 09 36 00    24336    34745.364       21.883
2018 01 23 09 38 00    24343    34754.639       21.878
2018 01 23 09 40 00    24355    34770.543       21.868
2018 01 23 09 42 00    24400    34830.220       21.832
2018 01 23 09 44 00    24398    34827.567       21.834
2018 01 23 09 46 00    24374    34795.733       21.853
2018 01 23 09 48 00    24351    34765.242       21.871
2018 01 23 09 50 00    24321    34725.492       21.895
2018 01 23 09 52 00    24292    34687.091       21.919
2018 01 23 09 54 00    24299    34696.358       21.913
2018 01 23 09 56 00    24262    34647.390       21.943
2018 01 23 09 58 00    24308    34708.275       21.906
2018 01 23 10 00 00    24282    34673.855       21.927
2018 01 23 10 02 00    24318    34721.518       21.898
2018 01 23 10 04 00    24284    34676.502       21.925
2018 01 23 10 06 00    24283    34675.178       21.926
2018 01 23 10 08 00    24243    34622.260       21.958
2018 01 23 10 10 00    24234    34610.359       21.965
2018 01 23 10 12 00    24265    34651.359       21.940
2018 01 23 10 14 00    24267    34654.005       21.939
2018 01 23 10 16 00    24252    34634.163       21.951
2018 01 23 10 18 00    24282    34673.855       21.927
2018 01 23 10 20 00    24250    34631.517       21.952
2018 01 23 10 22 00    24306    34705.626       21.907
2018 01 23 10 24 00    24325    34730.790       21.892
2018 01 23 10 26 00    24362    34779.823       21.862
2018 01 23 10 28 00    24331    34738.739       21.887
2018 01 23 10 30 00    24313    34714.896       21.902
2018 01 23 10 32 00    24320    34724.167       21.896
2018 01 23 10 34 00    24279    34669.884       21.929
2018 01 23 10 36 00    24255    34638.131       21.948
2018 01 23 10 38 00    24330    34737.414       21.888
2018 01 23 10 40 00    24269    34656.652       21.937
2018 01 23 10 42 00    24294    34689.738       21.917
2018 01 23 10 44 00    24281    34672.531       21.927
2018 01 23 10 46 00    24272    34660.621       21.935
2018 01 23 10 48 00    24275    34664.591       21.932
2018 01 23 10 50 00    24256    34639.453       21.948
2018 01 23 10 52 00    24256    34639.453       21.948
2018 01 23 10 54 00    24246    34626.227       21.956
2018 01 23 10 56 00    24265    34651.359       21.940
2018 01 23 10 58 00    24233    34609.037       21.966
2018 01 23 11 00 00    24251    34632.840       21.952
2018 01 23 11 02 00    24252    34634.163       21.951
2018 01 23 11 04 00    24225    34598.461       21.972
2018 01 23 11 06 00    24234    34610.359       21.965
2018 01 23 11 08 00    24198    34562.780       21.994
2018 01 23 11 10 00    24232    34607.715       21.967
2018 01 23 11 12 00    24210    34578.636       21.984
2018 01 23 11 14 00    24208    34575.993       21.986
2018 01 23 11 16 00    24227    34601.105       21.971
2018 01 23 11 18 00    24196    34560.138       21.996
2018 01 23 11 20 00    24184    34544.287       22.005
2018 01 23 11 22 00    24207    34574.672       21.987
2018 01 23 11 24 00    24183    34542.966       22.006
2018 01 23 11 26 00    24181    34540.325       22.008
2018 01 23 11 28 00    24200    34565.422       21.993
2018 01 23 11 30 00    24210    34578.636       21.984
2018 01 23 11 32 00    24179    34537.683       22.009
2018 01 23 11 34 00    24196    34560.138       21.996
2018 01 23 11 36 00    24186    34546.928       22.004
2018 01 23 11 38 00    24207    34574.672       21.987
2018 01 23 11 40 00    24178    34536.363       22.010
2018 01 23 11 42 00    24171    34527.119       22.016
2018 01 23 11 44 00    24187    34548.249       22.003
2018 01 23 11 46 00    24184    34544.287       22.005
2018 01 23 11 48 00    24162    34515.237       22.023
2018 01 23 11 50 00    24124    34465.091       22.054
2018 01 23 11 52 00    24129    34471.687       22.050
2018 01 23 11 54 00    24097    34429.486       22.075
2018 01 23 11 56 00    24149    34498.077       22.034
2018 01 23 11 58 00    24163    34516.557       22.022
2018 01 23 12 00 00    24110    34446.627       22.065
2018 01 23 12 02 00    24143    34490.159       22.038
2018 01 23 12 04 00    24111    34447.946       22.064
2018 01 23 12 06 00    24111    34447.946       22.064
2018 01 23 12 08 00    24138    34483.561       22.042
2018 01 23 12 10 00    24113    34450.583       22.063
2018 01 23 12 12 00    24092    34422.895       22.079
2018 01 23 12 14 00    24124    34465.091       22.054
2018 01 23 12 16 00    24137    34482.242       22.043
2018 01 23 12 18 00    24145    34492.798       22.037
2018 01 23 12 20 00    24127    34469.049       22.051
2018 01 23 12 22 00    24151    34500.717       22.032
2018 01 23 12 24 00    24105    34440.034       22.069
2018 01 23 12 26 00    24117    34455.859       22.059
2018 01 23 12 28 00    24128    34470.368       22.050
2018 01 23 12 30 00    24153    34503.357       22.030
2018 01 23 12 32 00    24101    34434.760       22.072
2018 01 23 12 34 00    24109    34445.308       22.066
2018 01 23 12 36 00    24157    34508.637       22.027
2018 01 23 12 38 00    24116    34454.540       22.060
2018 01 23 12 40 00    24110    34446.627       22.065
2018 01 23 12 42 00    24148    34496.758       22.034
2018 01 23 12 44 00    24120    34459.815       22.057
2018 01 23 12 46 00    24160    34512.597       22.025
2018 01 23 12 48 00    24107    34442.671       22.067
2018 01 23 12 50 00    24157    34508.637       22.027
2018 01 23 12 52 00    24146    34494.118       22.036
2018 01 23 12 54 00    24131    34474.326       22.048
2018 01 23 12 56 00    24160    34512.597       22.025
2018 01 23 12 58 00    24205    34572.029       21.988
2018 01 23 13 00 00    24201    34566.744       21.992
2018 01 23 13 02 00    24162    34515.237       22.023
2018 01 23 13 04 00    24217    34587.887       21.979
2018 01 23 13 06 00    24193    34556.175       21.998
2018 01 23 13 08 00    24174    34531.081       22.013
2018 01 23 13 10 00    24221    34593.174       21.976
2018 01 23 13 12 00    24209    34577.314       21.985
2018 01 23 13 14 00    24180    34539.004       22.009
2018 01 23 13 16 00    24180    34539.004       22.009
2018 01 23 13 18 00    24189    34550.891       22.001
2018 01 23 13 20 00    24184    34544.287       22.005
2018 01 23 13 22 00    24206    34573.350       21.988
2018 01 23 13 24 00    24156    34507.317       22.028
2018 01 23 13 26 00    24178    34536.363       22.010
2018 01 23 13 28 00    24207    34574.672       21.987
2018 01 23 13 30 00    24175    34532.401       22.013
2018 01 23 13 32 00    24157    34508.637       22.027
2018 01 23 13 34 00    24177    34535.042       22.011
2018 01 23 13 36 00    24158    34509.957       22.026
2018 01 23 13 38 00    24167    34521.838       22.019
2018 01 23 13 40 00    24188    34549.570       22.002
2018 01 23 13 42 00    24161    34513.917       22.024
2018 01 23 13 44 00    24181    34540.325       22.008
2018 01 23 13 46 00    24186    34546.928       22.004
2018 01 23 13 48 00    24191    34553.533       22.000
2018 01 23 13 50 00    24142    34488.840       22.039
2018 01 23 13 52 00    24178    34536.363       22.010
2018 01 23 13 54 00    24157    34508.637       22.027
2018 01 23 13 56 00    24169    34524.479       22.017
2018 01 23 13 58 00    24172    34528.440       22.015
2018 01 23 14 00 00    24152    34502.037       22.031
2018 01 23 14 02 00    24159    34511.277       22.026
2018 01 23 14 04 00    24144    34491.479       22.038
2018 01 23 14 06 00    24148    34496.758       22.034
2018 01 23 14 08 00    24143    34490.159       22.038
2018 01 23 14 10 00    24156    34507.317       22.028
2018 01 23 14 12 00    24143    34490.159       22.038
2018 01 23 14 14 00    24141    34487.520       22.040
2018 01 23 14 16 00    24111    34447.946       22.064
2018 01 23 14 18 00    24144    34491.479       22.038
2018 01 23 14 20 00    24118    34457.177       22.059
2018 01 23 14 22 00    24125    34466.411       22.053
2018 01 23 14 24 00    24118    34457.177       22.059
2018 01 23 14 26 00    24153    34503.357       22.030
2018 01 23 14 28 00    24132    34475.645       22.047
2018 01 23 14 30 00    24166    34520.518       22.020
2018 01 23 14 32 00    24129    34471.687       22.050
2018 01 23 14 34 00    24113    34450.583       22.063
2018 01 23 14 36 00    24140    34486.200       22.041
2018 01 23 14 38 00    24116    34454.540       22.060
2018 01 23 14 40 00    24155    34505.997       22.029
2018 01 23 14 42 00    24118    34457.177       22.059
2018 01 23 14 44 00    24185    34545.608       22.005
2018 01 23 14 46 00    24186    34546.928       22.004
2018 01 23 14 48 00    24127    34469.049       22.051
2018 01 23 14 50 00    24136    34480.923       22.044
2018 01 23 14 52 00    24141    34487.520       22.040
2018 01 23 14 54 00    24101    34434.760       22.072
2018 01 23 14 56 00    24104    34438.715       22.070
2018 01 23 14 58 00    24136    34480.923       22.044
2018 01 23 15 00 00    24140    34486.200       22.041
2018 01 23 15 02 00    24180    34539.004       22.009
2018 01 23 15 04 00    24143    34490.159       22.038
2018 01 23 15 06 00    24128    34470.368       22.050
2018 01 23 15 08 00    24135    34479.603       22.045
2018 01 23 15 10 00    24082    34409.714       22.088
2018 01 23 15 12 00    24128    34470.368       22.050
2018 01 23 15 14 00    24121    34461.134       22.056
2018 01 23 15 16 00    24152    34502.037       22.031
2018 01 23 15 18 00    24222    34594.496       21.975
2018 01 23 15 20 00    24206    34573.350       21.988
2018 01 23 15 22 00    24188    34549.570       22.002
2018 01 23 15 24 00    24245    34624.905       21.956
2018 01 23 15 26 00    24230    34605.071       21.968
2018 01 23 15 28 00    24263    34648.713       21.942
2018 01 23 15 30 00    24281    34672.531       21.927
2018 01 23 15 32 00    24232    34607.715       21.967
2018 01 23 15 34 00    24242    34620.937       21.959
2018 01 23 15 36 00    24233    34609.037       21.966
2018 01 23 15 38 00    24250    34631.517       21.952
2018 01 23 15 40 00    24260    34644.745       21.944
2018 01 23 15 42 00    24267    34654.005       21.939
2018 01 23 15 44 00    24212    34581.279       21.983
2018 01 23 15 46 00    24264    34650.036       21.941
2018 01 23 15 48 00    24248    34628.872       21.954
2018 01 23 15 50 00    24263    34648.713       21.942
2018 01 23 15 52 00    24239    34616.970       21.961
2018 01 23 15 54 00    24272    34660.621       21.935
2018 01 23 15 56 00    24316    34718.869       21.899
2018 01 23 15 58 00    24269    34656.652       21.937
2018 01 23 16 00 00    24236    34613.004       21.964
2018 01 23 16 02 00    24301    34699.006       21.911
2018 01 23 16 04 00    24252    34634.163       21.951
2018 01 23 16 06 00    24236    34613.004       21.964
2018 01 23 16 08 00    24246    34626.227       21.956
2018 01 23 16 10 00    24265    34651.359       21.940
2018 01 23 16 12 00    24238    34615.648       21.962
2018 01 23 16 14 00    24278    34668.561       21.930
2018 01 23 16 16 00    24350    34763.916       21.872
2018 01 23 16 18 00    24284    34676.502       21.925
2018 01 23 16 20 00    24287    34680.472       21.923
2018 01 23 16 22 00    24247    34627.550       21.955
2018 01 23 16 24 00    24263    34648.713       21.942
2018 01 23 16 26 00    24246    34626.227       21.956
2018 01 23 16 28 00    24318    34721.518       21.898
2018 01 23 16 30 00    24253    34635.485       21.950
2018 01 23 16 32 00    24288    34681.796       21.922
2018 01 23 16 34 00    24254    34636.808       21.949
2018 01 23 16 36 00    24247    34627.550       21.955
2018 01 23 16 38 00    24246    34626.227       21.956
2018 01 23 16 40 00    24270    34657.975       21.936
2018 01 23 16 42 00    24284    34676.502       21.925
2018 01 23 16 44 00    24220    34591.852       21.976
2018 01 23 16 46 00    24231    34606.393       21.968
2018 01 23 16 48 00    24233    34609.037       21.966
2018 01 23 16 50 00    24257    34640.776       21.947
2018 01 23 16 52 00    24270    34657.975       21.936
2018 01 23 16 54 00    24263    34648.713       21.942
2018 01 23 16 56 00    24254    34636.808       21.949
2018 01 23 16 58 00    24248    34628.872       21.954
2018 01 23 17 00 00    24211    34579.957       21.984
2018 01 23 17 02 00    24211    34579.957       21.984
2018 01 23 17 04 00    24237    34614.326       21.963
2018 01 23 17 06 00    24277    34667.238       21.931
2018 01 23 17 08 00    24267    34654.005       21.939
2018 01 23 17 10 00    24235    34611.682       21.964
2018 01 23 17 12 00    24245    34624.905       21.956
2018 01 23 17 14 00    24278    34668.561       21.930
2018 01 23 17 16 00    24291    34685.767       21.919
2018 01 23 17 18 00    24223    34595.817       21.974
2018 01 23 17 20 00    24253    34635.485       21.950
2018 01 23 17 22 00    24233    34609.037       21.966
2018 01 23 17 24 00    24229    34603.749       21.969
2018 01 23 17 26 00    24224    34597.139       21.973
2018 01 23 17 28 00    24234    34610.359       21.965
2018 01 23 17 30 00    24250    34631.517       21.952
2018 01 23 17 32 00    24245    34624.905       21.956
2018 01 23 17 34 00    24228    34602.427       21.970
2018 01 23 17 36 00    24224    34597.139       21.973
2018 01 23 17 38 00    24250    34631.517       21.952
2018 01 23 17 40 00    24243    34622.260       21.958
2018 01 23 17 42 00    24227    34601.105       21.971
2018 01 23 17 44 00    24242    34620.937       21.959
2018 01 23 17 46 00    24267    34654.005       21.939
2018 01 23 17 48 00    24254    34636.808       21.949
2018 01 23 17 50 00    24235    34611.682       21.964
2018 01 23 17 52 00    24245    34624.905       21.956
2018 01 23 17 54 00    24260    34644.745       21.944
2018 01 23 17 56 00    24238    34615.648       21.962
2018 01 23 17 58 00    24227    34601.105       21.971
2018 01 23 18 00 00    24258    34642.099       21.946
2018 01 23 18 02 00    24279    34669.884       21.929
2018 01 23 18 04 00    24322    34726.816       21.895
2018 01 23 18 06 00    24326    34732.115       21.891
2018 01 23 18 08 00    24371    34791.755       21.855
2018 01 23 18 10 00    24353    34767.892       21.870
2018 01 23 18 12 00    24347    34759.940       21.874
2018 01 23 18 14 00    24326    34732.115       21.891
2018 01 23 18 16 00    24341    34751.989       21.879
2018 01 23 18 18 00    24336    34745.364       21.883
2018 01 23 18 20 00    24374    34795.733       21.853
2018 01 23 18 22 00    24317    34720.194       21.899
2018 01 23 18 24 00    24372    34793.081       21.854
2018 01 23 18 26 00    24363    34781.149       21.862
2018 01 23 18 28 00    24337    34746.689       21.882
2018 01 23 18 30 00    24320    34724.167       21.896
2018 01 23 18 32 00    24371    34791.755       21.855
2018 01 23 18 34 00    24345    34757.290       21.876
2018 01 23 18 36 00    24332    34740.064       21.887
2018 01 23 18 38 00    24311    34712.247       21.903
2018 01 23 18 40 00    24333    34741.389       21.886
2018 01 23 18 42 00    24328    34734.764       21.890
2018 01 23 18 44 00    24303    34701.654       21.910
2018 01 23 18 46 00    24289    34683.120       21.921
2018 01 23 18 48 00    24282    34673.855       21.927
2018 01 23 18 50 00    24234    34610.359       21.965
2018 01 23 18 52 00    24259    34643.422       21.945
2018 01 23 18 54 00    24284    34676.502       21.925
2018 01 23 18 56 00    24227    34601.105       21.971
2018 01 23 18 58 00    24232    34607.715       21.967
2018 01 23 19 00 00    24240    34618.293       21.960
2018 01 23 19 02 00    24196    34560.138       21.996
2018 01 23 19 04 00    24199    34564.101       21.993
2018 01 23 19 06 00    24221    34593.174       21.976
2018 01 23 19 08 00    24165    34519.197       22.021
2018 01 23 19 10 00    24212    34581.279       21.983
2018 01 23 19 12 00    24198    34562.780       21.994
2018 01 23 19 14 00    24194    34557.496       21.997
2018 01 23 19 16 00    24178    34536.363       22.010
2018 01 23 19 18 00    24184    34544.287       22.005
2018 01 23 19 20 00    24162    34515.237       22.023
2018 01 23 19 22 00    24182    34541.645       22.007
2018 01 23 19 24 00    24145    34492.798       22.037
2018 01 23 19 26 00    24160    34512.597       22.025
2018 01 23 19 28 00    24183    34542.966       22.006
2018 01 23 19 30 00    24145    34492.798       22.037
2018 01 23 19 32 00    24141    34487.520       22.040
2018 01 23 19 34 00    24165    34519.197       22.021
2018 01 23 19 36 00    24136    34480.923       22.044
2018 01 23 19 38 00    24132    34475.645       22.047
2018 01 23 19 40 00    24154    34504.677       22.030
2018 01 23 19 42 00    24128    34470.368       22.050
2018 01 23 19 44 00    24116    34454.540       22.060
2018 01 23 19 46 00    24131    34474.326       22.048
2018 01 23 19 48 00    24130    34473.006       22.049
2018 01 23 19 50 00    24138    34483.561       22.042
2018 01 23 19 52 00    24152    34502.037       22.031
2018 01 23 19 54 00    24123    34463.772       22.054
2018 01 23 19 56 00    24126    34467.730       22.052
2018 01 23 19 58 00    24102    34436.078       22.071
2018 01 23 20 00 00    24106    34441.352       22.068
2018 01 23 20 02 00    24086    34414.986       22.084
2018 01 23 20 04 00    24093    34424.213       22.079
2018 01 23 20 06 00    24084    34412.350       22.086
2018 01 23 20 08 00    24057    34376.775       22.108
2018 01 23 20 10 00    24071    34395.219       22.096
2018 01 23 20 12 00    24077    34403.125       22.092
2018 01 23 20 14 00    24074    34399.172       22.094
2018 01 23 20 16 00    24078    34404.443       22.091
2018 01 23 20 18 00    24072    34396.536       22.096
2018 01 23 20 20 00    24048    34364.921       22.115
2018 01 23 20 22 00    24075    34400.489       22.093
2018 01 23 20 24 00    24110    34446.627       22.065
2018 01 23 20 26 00    24121    34461.134       22.056
2018 01 23 20 28 00    24141    34487.520       22.040
2018 01 23 20 30 00    24096    34428.168       22.076
2018 01 23 20 32 00    24183    34542.966       22.006
2018 01 23 20 34 00    24162    34515.237       22.023
2018 01 23 20 36 00    24090    34420.258       22.081
2018 01 23 20 38 00    24134    34478.284       22.046
2018 01 23 20 40 00    24140    34486.200       22.041
2018 01 23 20 42 00    24156    34507.317       22.028
2018 01 23 20 44 00    24146    34494.118       22.036
2018 01 23 20 46 00    24215    34585.244       21.980
2018 01 23 20 48 00    24185    34545.608       22.005
2018 01 23 20 50 00    24105    34440.034       22.069
2018 01 23 20 52 00    24130    34473.006       22.049
2018 01 23 20 54 00    24105    34440.034       22.069
2018 01 23 20 56 00    24106    34441.352       22.068
2018 01 23 20 58 00    24116    34454.540       22.060
2018 01 23 21 00 00    24116    34454.540       22.060
2018 01 23 21 02 00    24092    34422.895       22.079
2018 01 23 21 04 00    24091    34421.577       22.080
2018 01 23 21 06 00    24093    34424.213       22.079
2018 01 23 21 08 00    24143    34490.159       22.038
2018 01 23 21 10 00    24095    34426.850       22.077
2018 01 23 21 12 00    24045    34360.970       22.117
2018 01 23 21 14 00    24059    34379.409       22.106
2018 01 23 21 16 00    24057    34376.775       22.108
2018 01 23 21 18 00    24034    34346.486       22.126
2018 01 23 21 20 00    24045    34360.970       22.117
2018 01 23 21 22 00    24054    34372.823       22.110
2018 01 23 21 24 00    24070    34393.901       22.097
2018 01 23 21 26 00    24063    34384.679       22.103
2018 01 23 21 28 00    24069    34392.584       22.098
2018 01 23 21 30 00    24081    34408.396       22.088
2018 01 23 21 32 00    24083    34411.032       22.087
2018 01 23 21 34 00    24074    34399.172       22.094
2018 01 23 21 36 00    24095    34426.850       22.077
2018 01 23 21 38 00    24124    34465.091       22.054
2018 01 23 21 40 00    24123    34463.772       22.054
2018 01 23 21 42 00    24167    34521.838       22.019
2018 01 23 21 44 00    24168    34523.158       22.018
2018 01 23 21 46 00    24162    34515.237       22.023
2018 01 23 21 48 00    24167    34521.838       22.019
2018 01 23 21 50 00    24185    34545.608       22.005
2018 01 23 21 52 00    24236    34613.004       21.964
2018 01 23 21 54 00    24216    34586.565       21.980
2018 01 23 21 56 00    24280    34671.208       21.928
2018 01 23 21 58 00    24308    34708.275       21.906
2018 01 23 22 00 00    24285    34677.825       21.924
2018 01 23 22 02 00    24287    34680.472       21.923
2018 01 23 22 04 00    24284    34676.502       21.925
2018 01 23 22 06 00    24271    34659.298       21.935
2018 01 23 22 08 00    24300    34697.682       21.912
2018 01 23 22 10 00    24282    34673.855       21.927
2018 01 23 22 12 00    24315    34717.545       21.900
2018 01 23 22 14 00    24300    34697.682       21.912
2018 01 23 22 16 00    24313    34714.896       21.902
2018 01 23 22 18 00    24323    34728.141       21.894
2018 01 23 22 20 00    24288    34681.796       21.922
2018 01 23 22 22 00    24318    34721.518       21.898
2018 01 23 22 24 00    24359    34775.846       21.865
2018 01 23 22 26 00    24321    34725.492       21.895
2018 01 23 22 28 00    24379    34802.364       21.849
2018 01 23 22 30 00    24351    34765.242       21.871
2018 01 23 22 32 00    24376    34798.386       21.851
2018 01 23 22 34 00    24382    34806.343       21.846
2018 01 23 22 36 00    24368    34787.778       21.858
2018 01 23 22 38 00    24417    34852.780       21.818
2018 01 23 22 40 00    24401    34831.547       21.831
2018 01 23 22 42 00    24381    34805.017       21.847
2018 01 23 22 44 00    24377    34799.712       21.850
2018 01 23 22 46 00    24385    34810.322       21.844
2018 01 23 22 48 00    24422    34859.416       21.814
2018 01 23 22 50 00    24437    34879.331       21.802
2018 01 23 22 52 00    24460    34909.878       21.784
2018 01 23 22 54 00    24477    34932.466       21.770
2018 01 23 22 56 00    24465    34916.521       21.780
2018 01 23 22 58 00    24525    34996.287       21.732
2018 01 23 23 00 00    24530    35002.939       21.728
2018 01 23 23 02 00    24534    35008.261       21.725
2018 01 23 23 04 00    24528    35000.278       21.730
2018 01 23 23 06 00    24538    35013.584       21.722
2018 01 23 23 08 00    24548    35026.892       21.714
2018 01 23 23 10 00    24558    35040.202       21.706
2018 01 23 23 12 00    24571    35057.511       21.695
2018 01 23 23 14 00    24552    35032.216       21.710
2018 01 23 23 16 00    24552    35032.216       21.710
2018 01 23 23 18 00    24567    35052.185       21.699
2018 01 23 23 20 00    24575    35062.837       21.692
2018 01 23 23 22 00    24586    35077.488       21.683
2018 01 23 23 24 00    24582    35072.160       21.687
2018 01 23 23 26 00    24572    35058.842       21.695
2018 01 23 23 28 00    24581    35070.828       21.687
2018 01 23 23 30 00    24584    35074.824       21.685
2018 01 23 23 32 00    24590    35082.816       21.680
2018 01 23 23 34 00    24589    35081.484       21.681
2018 01 23 23 36 00    24559    35041.534       21.705
2018 01 23 23 38 00    24597    35092.141       21.675
2018 01 23 23 40 00    24606    35104.133       21.667
2018 01 23 23 42 00    24587    35078.820       21.683
2018 01 23 23 44 00    24589    35081.484       21.681
2018 01 23 23 46 00    24612    35112.129       21.663
2018 01 23 23 48 00    24621    35124.125       21.655
2018 01 23 23 50 00    24644    35154.791       21.637
2018 01 23 23 52 00    24683    35206.825       21.606
2018 01 23 23 54 00    24654    35168.129       21.629
2018 01 23 23 56 00    24681    35204.156       21.608
2018 01 23 23 58 00    24659    35174.799       21.625
2018 01 24 00 00 00    24645    35156.125       21.636
2018 01 24 00 02 00    24673    35193.479       21.614
2018 01 24 00 04 00    24659    35174.799       21.625
2018 01 24 00 06 00    24647    35158.793       21.635
2018 01 24 00 08 00    24676    35197.483       21.612
2018 01 24 00 10 00    24670    35189.476       21.616
2018 01 24 00 12 00    24644    35154.791       21.637
2018 01 24 00 14 00    24657    35172.131       21.627
2018 01 24 00 16 00    24673    35193.479       21.614
2018 01 24 00 18 00    24641    35150.791       21.640
2018 01 24 00 20 00    24710    35242.873       21.585
2018 01 24 00 22 00    24731    35270.925       21.568
2018 01 24 00 24 00    24668    35186.807       21.618
2018 01 24 00 26 00    24669    35188.141       21.617
2018 01 24 00 28 00    24718    35253.558       21.578
2018 01 24 00 30 00    24694    35221.509       21.597
2018 01 24 00 32 00    24690    35216.169       21.601
2018 01 24 00 34 00    24718    35253.558       21.578
2018 01 24 00 36 00    24701    35230.855       21.592
2018 01 24 00 38 00    24702    35232.190       21.591
2018 01 24 00 40 00    24712    35245.545       21.583
2018 01 24 00 42 00    24698    35226.849       21.594
2018 01 24 00 44 00    24738    35280.279       21.562
2018 01 24 00 46 00    24723    35260.237       21.574
2018 01 24 00 48 00    24741    35284.288       21.560
2018 01 24 00 50 00    24725    35262.909       21.573
2018 01 24 00 52 00    24734    35274.934       21.566
2018 01 24 00 54 00    24739    35281.615       21.562
2018 01 24 00 56 00    24721    35257.566       21.576
2018 01 24 00 58 00    24762    35312.358       21.543
2018 01 24 01 00 00    24737    35278.942       21.563
2018 01 24 01 02 00    24753    35300.326       21.550
2018 01 24 01 04 00    24744    35288.297       21.558
2018 01 24 01 06 00    24756    35304.337       21.548
2018 01 24 01 08 00    24732    35272.261       21.567
2018 01 24 01 10 00    24727    35265.581       21.571
2018 01 24 01 12 00    24756    35304.337       21.548
2018 01 24 01 14 00    24722    35258.902       21.575
2018 01 24 01 16 00    24725    35262.909       21.573
2018 01 24 01 18 00    24747    35292.307       21.555
2018 01 24 01 20 00    24728    35266.917       21.570
2018 01 24 01 22 00    24730    35269.589       21.569
2018 01 24 01 24 00    24771    35324.392       21.536
2018 01 24 01 26 00    24787    35345.791       21.523
2018 01 24 01 28 00    24845    35423.425       21.477
2018 01 24 01 30 00    24865    35450.217       21.461
2018 01 24 01 32 00    24854    35435.480       21.470
2018 01 24 01 34 00    24844    35422.086       21.478
2018 01 24 01 36 00    24845    35423.425       21.477
2018 01 24 01 38 00    24853    35434.141       21.471
2018 01 24 01 40 00    24845    35423.425       21.477
2018 01 24 01 42 00    24825    35396.644       21.493
2018 01 24 01 44 00    24838    35414.050       21.483
2018 01 24 01 46 00    24833    35407.355       21.487
2018 01 24 01 48 00    24890    35483.724       21.442
2018 01 24 01 50 00    24904    35502.495       21.431
2018 01 24 01 52 00    24849    35428.783       21.474
2018 01 24 01 54 00    24873    35460.938       21.455
2018 01 24 01 56 00    24895    35490.427       21.438
2018 01 24 01 58 00    24850    35430.122       21.473
2018 01 24 02 00 00    24880    35470.319       21.450
2018 01 24 02 02 00    24864    35448.878       21.462
2018 01 24 02 04 00    24887    35479.702       21.444
2018 01 24 02 06 00    24882    35473.000       21.448
2018 01 24 02 08 00    24906    35505.177       21.429
2018 01 24 02 10 00    24884    35475.681       21.446
2018 01 24 02 12 00    24889    35482.383       21.442
2018 01 24 02 14 00    24871    35458.257       21.457
2018 01 24 02 16 00    24904    35502.495       21.431
2018 01 24 02 18 00    24876    35464.958       21.453
2018 01 24 02 20 00    24860    35443.518       21.465
2018 01 24 02 22 00    24897    35493.109       21.436
2018 01 24 02 24 00    24857    35439.499       21.468
2018 01 24 02 26 00    24872    35459.597       21.456
2018 01 24 02 28 00    24833    35407.355       21.487
2018 01 24 02 30 00    24874    35462.278       21.454
2018 01 24 02 32 00    24865    35450.217       21.461
2018 01 24 02 34 00    24843    35420.746       21.479
2018 01 24 02 36 00    24891    35485.064       21.441
2018 01 24 02 38 00    24876    35464.958       21.453
2018 01 24 02 40 00    24861    35444.858       21.465
2018 01 24 02 42 00    24874    35462.278       21.454
2018 01 24 02 44 00    24850    35430.122       21.473
2018 01 24 02 46 00    24860    35443.518       21.465
